cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,psppsgva,actrolga,psppipla,cptppola,polcmpl,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,imprich,ipeqopt,impsafe,ipfrule,impfree,ipstrgv,imptrad
LT,ESS1-9e01,1,10.12.2020,287148,ESS9e03,9,3,464,0.166791926,0.205563247,0.13010703,0.026745224,1,2,1,2,,2,5,6,3,3,5,5,5,3,3,3,3,2,4
LT,ESS1-9e01,1,10.12.2020,287149,ESS9e03,9,3,547,2.516163276,1.740073204,0.13010703,0.226395757,1,2,2,2,,2,2,2,2,2,5,,2,2,2,6,1,3,5
LT,ESS1-9e01,1,10.12.2020,287150,ESS9e03,9,3,577,0.567273653,4.000831127,0.13010703,0.520536255,1,1,1,2,,2,7,7,3,2,2,2,5,1,4,6,3,2,5
LT,ESS1-9e01,1,10.12.2020,287151,ESS9e03,9,3,584,0.849781206,0.370505512,0.13010703,0.048205372,4,2,,2,,6,6,8,6,5,7,7,4,3,1,3,1,1,3
LT,ESS1-9e01,1,10.12.2020,287152,ESS9e03,9,3,587,0.811912012,0.353994697,0.13010703,0.046057199,3,3,2,2,,4,5,8,4,3,6,4,4,2,2,4,3,1,3
LT,ESS1-9e01,1,10.12.2020,287153,ESS9e03,9,3,791,1.148205096,2.072095394,0.13010703,0.269594178,4,3,3,3,,5,8,10,0,0,0,5,2,2,2,3,3,2,2
LT,ESS1-9e01,1,10.12.2020,287154,ESS9e03,9,3,793,0.453755818,0.197838038,0.13010703,0.02574012,2,2,1,2,,4,2,6,4,5,7,7,4,2,2,3,3,2,2
LT,ESS1-9e01,1,10.12.2020,287155,ESS9e03,9,3,802,1.591302469,2.899682283,0.13010703,0.37726905,3,,3,,,7,5,5,3,2,7,7,3,3,3,3,3,3,3
LT,ESS1-9e01,1,10.12.2020,287156,ESS9e03,9,3,861,0.816890531,0.35616526,0.13010703,0.046339604,3,5,3,3,,8,10,10,7,7,10,10,5,2,1,4,2,2,2
LT,ESS1-9e01,1,10.12.2020,287157,ESS9e03,9,3,864,0.849781206,0.280253261,0.13010703,0.036462919,2,1,1,1,,3,,7,4,3,,,2,2,1,,1,1,5
LT,ESS1-9e01,1,10.12.2020,287158,ESS9e03,9,3,865,2.216687438,3.9982903,0.13010703,0.520205676,2,2,1,2,,2,,7,2,1,2,,5,2,3,4,4,1,2
LT,ESS1-9e01,1,10.12.2020,287159,ESS9e03,9,3,871,0.795651235,0.350281864,0.13010703,0.045574133,2,2,2,1,,5,8,7,2,2,5,5,5,3,2,4,2,3,2
LT,ESS1-9e01,1,10.12.2020,287160,ESS9e03,9,3,895,0.799141311,0.351818204,0.13010703,0.045774022,3,2,3,2,,6,6,3,6,6,6,6,4,4,3,3,3,2,4
LT,ESS1-9e01,1,10.12.2020,287161,ESS9e03,9,3,911,0.816890531,1.999920726,0.13010703,0.260203746,1,1,2,2,,4,7,10,8,6,6,8,5,2,3,4,4,3,3
LT,ESS1-9e01,1,10.12.2020,287162,ESS9e03,9,3,924,0.799141311,0.682467997,0.13010703,0.088793884,3,2,2,1,,2,6,8,3,1,6,6,3,3,5,5,3,2,4
LT,ESS1-9e01,1,10.12.2020,287163,ESS9e03,9,3,927,1.119784222,0.956297576,0.13010703,0.124421037,1,1,1,1,,1,1,2,1,1,1,1,2,3,2,2,2,2,2
LT,ESS1-9e01,1,10.12.2020,287164,ESS9e03,9,3,962,0.493420832,0.215132073,0.13010703,0.027990195,2,1,2,1,,5,5,5,5,5,2,2,5,4,4,3,3,3,3
LT,ESS1-9e01,1,10.12.2020,287165,ESS9e03,9,3,982,0.36667153,0.417908341,0.13010703,0.054372813,2,5,1,1,,1,7,,2,2,,,5,1,2,2,2,1,2
LT,ESS1-9e01,1,10.12.2020,287166,ESS9e03,9,3,983,3.196565242,3.993491173,0.13010703,0.519581276,3,,1,1,,4,6,6,5,5,7,7,2,3,1,5,2,1,2
LT,ESS1-9e01,1,10.12.2020,287167,ESS9e03,9,3,1002,0.889571349,0.29337585,0.13010703,0.03817026,3,3,3,3,,4,5,5,4,4,5,4,5,5,4,4,3,5,2
LT,ESS1-9e01,1,10.12.2020,287168,ESS9e03,9,3,1090,0.338475411,0.190008372,0.13010703,0.024721425,1,1,1,1,,6,7,8,6,6,6,6,1,4,2,1,1,1,6
LT,ESS1-9e01,1,10.12.2020,287169,ESS9e03,9,3,1095,0.290641698,0.334478974,0.13010703,0.043518066,1,1,1,1,,3,,8,1,2,,,5,2,1,6,4,1,2
LT,ESS1-9e01,1,10.12.2020,287170,ESS9e03,9,3,1122,0.976757459,0.696618021,0.13010703,0.090634902,2,2,2,2,,4,6,6,4,4,4,4,5,4,3,5,4,3,3
LT,ESS1-9e01,1,10.12.2020,287171,ESS9e03,9,3,1161,0.375851693,0.432541162,0.13010703,0.056276646,2,1,2,1,,1,4,4,2,1,,,4,3,2,2,2,2,4
LT,ESS1-9e01,1,10.12.2020,287172,ESS9e03,9,3,1280,0.17565726,0.200202763,0.13010703,0.026047787,1,1,3,1,,5,5,8,5,5,5,5,5,3,3,3,3,2,2
LT,ESS1-9e01,1,10.12.2020,287173,ESS9e03,9,3,1361,0.450301111,0.380850524,0.13010703,0.049551331,2,1,2,1,,0,6,6,0,0,2,0,2,2,2,3,2,2,2
LT,ESS1-9e01,1,10.12.2020,287174,ESS9e03,9,3,1417,0.364335626,1.065555573,0.13010703,0.138636271,3,3,3,3,,3,3,5,0,0,5,5,3,4,4,4,2,2,2
LT,ESS1-9e01,1,10.12.2020,287175,ESS9e03,9,3,1433,0.771610692,0.909558952,0.13010703,0.118340014,2,2,1,2,,6,5,5,2,3,4,5,3,2,1,4,3,1,2
LT,ESS1-9e01,1,10.12.2020,287176,ESS9e03,9,3,1447,0.493420832,1.041815042,0.13010703,0.135547461,,1,,,,5,5,6,6,5,5,6,,,,,,,
LT,ESS1-9e01,1,10.12.2020,287177,ESS9e03,9,3,1703,0.450061024,0.252648741,0.13010703,0.032871377,1,1,1,1,,4,4,4,3,3,,,5,2,2,2,1,2,2
LT,ESS1-9e01,1,10.12.2020,287178,ESS9e03,9,3,1757,1.813493583,0.598080516,0.13010703,0.07781448,1,1,1,1,,3,2,7,4,4,6,7,4,2,2,4,3,2,2
LT,ESS1-9e01,1,10.12.2020,287179,ESS9e03,9,3,1760,0.510567183,0.629250169,0.13010703,0.081869871,3,2,4,3,,9,7,9,7,7,6,,6,3,3,3,2,2,3
LT,ESS1-9e01,1,10.12.2020,287180,ESS9e03,9,3,1879,0.302829018,0.169997737,0.13010703,0.022117901,1,1,1,1,,5,5,7,5,3,5,5,4,3,2,4,4,1,2
LT,ESS1-9e01,1,10.12.2020,287181,ESS9e03,9,3,1897,1.078009703,1.964357018,0.13010703,0.255576658,2,1,2,1,,1,2,2,,,,,3,3,3,5,4,3,5
LT,ESS1-9e01,1,10.12.2020,287182,ESS9e03,9,3,1952,0.15810541,0.088754877,0.13010703,0.011547634,,1,,1,,5,5,5,5,5,5,5,4,3,1,3,5,2,1
LT,ESS1-9e01,1,10.12.2020,287183,ESS9e03,9,3,1979,0.799141311,0.351818204,0.13010703,0.045774022,3,1,2,1,,7,7,6,6,6,6,6,4,3,3,4,4,2,2
LT,ESS1-9e01,1,10.12.2020,287184,ESS9e03,9,3,2165,1.591302469,2.899682283,0.13010703,0.37726905,2,2,2,2,,1,2,4,1,0,4,5,5,3,2,3,2,2,2
LT,ESS1-9e01,1,10.12.2020,287185,ESS9e03,9,3,2178,1.813493583,2.235046625,0.13010703,0.290795278,3,3,2,2,,3,5,6,4,2,3,5,5,3,3,6,3,2,3
LT,ESS1-9e01,1,10.12.2020,287186,ESS9e03,9,3,2202,0.42090837,0.138813376,0.13010703,0.018060596,1,1,1,1,,2,4,4,2,2,4,4,5,3,3,5,4,4,3
LT,ESS1-9e01,1,10.12.2020,287187,ESS9e03,9,3,2225,0.369278773,0.161006019,0.13010703,0.020948015,1,1,1,1,,3,4,5,4,3,4,,5,2,1,6,1,1,1
LT,ESS1-9e01,1,10.12.2020,287188,ESS9e03,9,3,2243,1.623824025,0.707989395,0.13010703,0.092114397,2,3,2,2,,0,1,5,0,0,8,7,6,2,2,3,2,2,1
LT,ESS1-9e01,1,10.12.2020,287189,ESS9e03,9,3,2291,1.202793328,0.524419188,0.13010703,0.068230623,4,,4,1,,0,5,0,0,0,0,3,4,4,4,5,4,1,4
LT,ESS1-9e01,1,10.12.2020,287190,ESS9e03,9,3,2317,1.118711135,0.438843608,0.13010703,0.057096638,2,,2,,,,1,2,,,,,4,4,4,4,5,5,5
LT,ESS1-9e01,1,10.12.2020,287191,ESS9e03,9,3,2388,0.745807423,0.418670624,0.13010703,0.054471992,2,1,2,2,,2,2,6,1,1,2,2,5,3,3,3,3,3,3
LT,ESS1-9e01,1,10.12.2020,287192,ESS9e03,9,3,2441,0.18630329,0.131589562,0.13010703,0.017120727,3,,,,,0,,5,,,,,5,5,2,5,2,1,2
LT,ESS1-9e01,1,10.12.2020,287193,ESS9e03,9,3,2454,2.277485335,1.57501471,0.13010703,0.204920486,3,1,2,1,,2,6,9,0,0,2,0,5,4,2,2,2,3,2
LT,ESS1-9e01,1,10.12.2020,287194,ESS9e03,9,3,2500,0.463349315,0.202020928,0.13010703,0.026284343,4,3,3,3,,6,6,6,5,5,6,7,4,3,3,4,2,4,4
LT,ESS1-9e01,1,10.12.2020,287195,ESS9e03,9,3,2515,0.889571349,0.387854189,0.13010703,0.050462557,3,3,1,2,,4,5,6,3,2,0,0,4,4,2,4,4,1,1
LT,ESS1-9e01,1,10.12.2020,287196,ESS9e03,9,3,2561,1.813493583,0.598080516,0.13010703,0.07781448,2,1,1,1,,4,5,9,5,4,7,8,5,4,2,4,3,2,2
LT,ESS1-9e01,1,10.12.2020,287197,ESS9e03,9,3,2591,0.795651235,0.555595577,0.13010703,0.07228689,3,2,2,2,,5,8,8,4,4,5,5,4,4,3,4,4,3,2
LT,ESS1-9e01,1,10.12.2020,287198,ESS9e03,9,3,2617,0.760665869,0.331651062,0.13010703,0.043150135,4,3,3,4,,4,5,6,5,6,6,5,5,3,2,4,2,1,2
LT,ESS1-9e01,1,10.12.2020,287199,ESS9e03,9,3,2676,1.598282621,1.139886141,0.13010703,0.1483072,3,1,3,1,,6,8,8,5,4,6,6,5,3,4,5,2,2,2
LT,ESS1-9e01,1,10.12.2020,287200,ESS9e03,9,3,2787,0.328021011,0.108179532,0.13010703,0.014074918,3,1,4,4,,6,7,7,7,7,9,9,5,4,2,6,3,2,2
LT,ESS1-9e01,1,10.12.2020,287201,ESS9e03,9,3,2840,0.70040085,0.798271418,0.13010703,0.103860723,1,1,1,1,,2,6,6,1,2,5,,,,,,,,
LT,ESS1-9e01,1,10.12.2020,287202,ESS9e03,9,3,2867,0.493420832,1.207998157,0.13010703,0.157169052,3,2,,,,7,7,7,7,7,7,7,,,,,,,
LT,ESS1-9e01,1,10.12.2020,287203,ESS9e03,9,3,2876,1.779142697,3.756507397,0.13010703,0.488748021,3,3,3,2,,7,4,5,6,5,4,6,3,3,5,4,4,6,5
LT,ESS1-9e01,1,10.12.2020,287204,ESS9e03,9,3,2885,0.512412793,0.63152498,0.13010703,0.08216584,1,3,1,1,,0,3,5,0,0,0,0,3,4,4,5,2,2,6
LT,ESS1-9e01,1,10.12.2020,287205,ESS9e03,9,3,2909,0.889571349,0.628321111,0.13010703,0.081748994,1,3,1,3,,3,7,9,2,1,3,3,2,5,2,5,4,5,3
LT,ESS1-9e01,1,10.12.2020,287206,ESS9e03,9,3,2948,0.269502426,0.188190952,0.13010703,0.024484966,1,1,1,1,,0,7,5,1,1,0,4,5,2,1,6,2,2,2
LT,ESS1-9e01,1,10.12.2020,287207,ESS9e03,9,3,3049,1.779142697,1.256642222,0.13010703,0.163497987,3,1,,1,,5,5,5,5,5,5,5,4,3,3,4,4,4,3
LT,ESS1-9e01,1,10.12.2020,287208,ESS9e03,9,3,3075,0.795651235,0.555595577,0.13010703,0.07228689,2,2,2,2,,5,4,5,4,,,,6,,6,,1,4,
LT,ESS1-9e01,1,10.12.2020,287209,ESS9e03,9,3,3084,0.400080613,0.2245913,0.13010703,0.029220907,1,1,2,1,,2,2,3,1,1,2,0,6,4,3,4,3,3,4
LT,ESS1-9e01,1,10.12.2020,287210,ESS9e03,9,3,3118,0.553706126,0.241416603,0.13010703,0.031409997,1,2,1,2,,0,3,8,1,1,1,1,4,2,3,3,2,1,1
LT,ESS1-9e01,1,10.12.2020,287211,ESS9e03,9,3,3146,1.591302469,1.358974695,0.13010703,0.176812161,2,2,2,2,,1,3,5,1,0,4,4,4,2,3,3,2,4,2
LT,ESS1-9e01,1,10.12.2020,287212,ESS9e03,9,3,3207,1.623824025,0.707989395,0.13010703,0.092114397,1,3,1,3,,0,5,8,4,4,6,3,5,2,1,2,1,1,1
LT,ESS1-9e01,1,10.12.2020,287213,ESS9e03,9,3,3253,0.613194403,0.755733728,0.13010703,0.098326271,3,3,3,3,,3,4,8,4,3,4,3,4,4,5,4,4,3,3
LT,ESS1-9e01,1,10.12.2020,287214,ESS9e03,9,3,3416,0.181480457,0.089308321,0.13010703,0.01161964,1,1,1,1,,2,3,5,2,2,,,6,2,1,4,3,2,3
LT,ESS1-9e01,1,10.12.2020,287215,ESS9e03,9,3,3510,1.598282621,1.839351416,0.13010703,0.23931255,2,2,3,1,,6,6,8,7,7,8,8,4,3,1,5,2,1,2
LT,ESS1-9e01,1,10.12.2020,287216,ESS9e03,9,3,3577,1.677442182,0.731366694,0.13010703,0.095155948,3,3,3,4,,5,3,8,5,7,9,10,1,1,2,4,2,3,4
LT,ESS1-9e01,1,10.12.2020,287217,ESS9e03,9,3,3580,0.230664531,0.265455484,0.13010703,0.034537625,2,1,2,1,,6,10,10,8,8,,,5,1,1,2,2,1,1
LT,ESS1-9e01,1,10.12.2020,287218,ESS9e03,9,3,3632,0.359544874,0.158287942,0.13010703,0.020594374,1,1,1,1,,,5,9,,,4,,4,3,2,3,3,2,3
LT,ESS1-9e01,1,10.12.2020,287219,ESS9e03,9,3,3633,0.539665169,0.671586454,0.13010703,0.087378119,1,1,1,1,,0,5,3,0,0,2,,5,2,2,2,2,1,1
LT,ESS1-9e01,1,10.12.2020,287220,ESS9e03,9,3,3671,0.615368933,0.302829325,0.13010703,0.039400224,2,1,2,,,3,3,3,3,3,3,3,2,4,4,5,2,1,5
LT,ESS1-9e01,1,10.12.2020,287221,ESS9e03,9,3,3703,0.213735967,0.243602291,0.13010703,0.031694371,1,1,1,1,,0,2,7,2,2,,,3,2,2,2,2,2,1
LT,ESS1-9e01,1,10.12.2020,287222,ESS9e03,9,3,3714,0.231674657,0.160216555,0.13010703,0.0208453,3,3,1,3,,7,5,5,5,5,10,10,4,4,1,3,2,1,4
LT,ESS1-9e01,1,10.12.2020,287223,ESS9e03,9,3,3779,1.668297375,0.727379858,0.13010703,0.094637233,1,1,1,1,,1,5,6,2,2,5,5,5,4,3,4,3,2,3
LT,ESS1-9e01,1,10.12.2020,287224,ESS9e03,9,3,3781,0.799141311,0.56994307,0.13010703,0.0741536,2,3,2,3,,6,9,9,6,6,6,6,4,4,4,2,1,3,2
LT,ESS1-9e01,1,10.12.2020,287225,ESS9e03,9,3,3810,1.591302469,2.903576851,0.13010703,0.37777576,3,1,1,1,,10,10,10,8,8,10,,,,,,,,
LT,ESS1-9e01,1,10.12.2020,287226,ESS9e03,9,3,3823,1.623824025,1.37337935,0.13010703,0.178686308,3,2,2,1,,5,8,8,1,1,7,6,3,2,3,2,2,3,4
LT,ESS1-9e01,1,10.12.2020,287227,ESS9e03,9,3,3833,0.327207213,0.161021978,0.13010703,0.020950091,1,1,1,1,,3,3,4,3,3,3,3,3,3,2,3,4,2,2
LT,ESS1-9e01,1,10.12.2020,287228,ESS9e03,9,3,3840,1.699562412,1.200433016,0.13010703,0.156184774,3,2,3,3,,0,0,0,0,0,0,0,2,2,2,2,3,3,3
LT,ESS1-9e01,1,10.12.2020,287229,ESS9e03,9,3,3870,1.107412252,0.782186091,0.13010703,0.101767909,3,3,2,3,,6,6,8,5,4,7,5,2,3,2,4,1,1,3
LT,ESS1-9e01,1,10.12.2020,287230,ESS9e03,9,3,3929,0.297146803,0.35027042,0.13010703,0.045572644,1,,1,1,,1,3,4,1,1,5,5,3,3,2,5,2,2,3
LT,ESS1-9e01,1,10.12.2020,287231,ESS9e03,9,3,3974,0.795651235,0.450998962,0.13010703,0.058678135,2,2,2,2,,3,9,9,2,2,5,5,5,3,3,3,3,4,4
LT,ESS1-9e01,1,10.12.2020,287232,ESS9e03,9,3,3992,0.888640408,1.012813926,0.13010703,0.131774212,4,1,3,1,,4,2,2,3,3,6,6,4,4,2,4,3,2,2
LT,ESS1-9e01,1,10.12.2020,287233,ESS9e03,9,3,4045,1.073543915,1.323093057,0.13010703,0.172143708,2,1,2,1,,7,8,9,6,6,8,9,3,4,4,5,2,4,5
LT,ESS1-9e01,1,10.12.2020,287234,ESS9e03,9,3,4080,0.239227363,0.134293988,0.13010703,0.017472592,2,2,2,2,,,1,2,,,,,,,,,,,
LT,ESS1-9e01,1,10.12.2020,287235,ESS9e03,9,3,4111,1.668297375,1.901416302,0.13010703,0.247387628,3,1,2,1,,6,2,5,4,5,6,6,4,4,4,3,4,4,3
LT,ESS1-9e01,1,10.12.2020,287236,ESS9e03,9,3,4133,1.677442182,1.977334261,0.13010703,0.257265088,3,2,1,1,,0,2,7,2,5,10,10,2,3,1,3,2,1,5
LT,ESS1-9e01,1,10.12.2020,287237,ESS9e03,9,3,4178,0.283636827,0.598874807,0.13010703,0.077917823,2,2,2,2,,5,7,8,3,4,5,5,5,2,3,5,1,1,2
LT,ESS1-9e01,1,10.12.2020,287238,ESS9e03,9,3,4200,0.811912012,0.353994697,0.13010703,0.046057199,3,2,3,2,,6,6,7,5,5,7,,5,2,1,2,2,1,3
LT,ESS1-9e01,1,10.12.2020,287239,ESS9e03,9,3,4261,0.849781206,1.365672588,0.13010703,0.177683604,3,3,3,3,,5,4,6,4,4,6,6,4,3,2,3,1,1,5
LT,ESS1-9e01,1,10.12.2020,287240,ESS9e03,9,3,4342,0.499981892,0.280672282,0.13010703,0.036517437,2,2,4,2,,0,0,5,0,8,8,8,5,2,2,3,2,2,2
LT,ESS1-9e01,1,10.12.2020,287241,ESS9e03,9,3,4356,0.833116375,0.949531436,0.13010703,0.123540715,2,1,1,1,,3,3,9,4,0,6,5,6,3,1,4,1,2,1
LT,ESS1-9e01,1,10.12.2020,287242,ESS9e03,9,3,4407,0.834148688,0.705496371,0.13010703,0.091790037,2,2,2,2,,7,6,9,5,5,5,5,5,4,3,4,3,3,4
LT,ESS1-9e01,1,10.12.2020,287243,ESS9e03,9,3,4452,2.397423934,1.055454612,0.13010703,0.137322065,3,1,2,1,,5,5,4,5,4,8,8,3,5,2,3,3,2,2
LT,ESS1-9e01,1,10.12.2020,287244,ESS9e03,9,3,4463,0.548205375,0.239018157,0.13010703,0.031097943,3,2,1,2,,8,8,8,5,5,3,3,5,4,1,3,2,1,1
LT,ESS1-9e01,1,10.12.2020,287245,ESS9e03,9,3,4472,0.811912012,0.573468566,0.13010703,0.074612292,2,3,2,4,,2,0,4,4,5,6,6,4,2,1,3,1,1,3
LT,ESS1-9e01,1,10.12.2020,287246,ESS9e03,9,3,4479,0.901440563,0.623398662,0.13010703,0.081108548,3,2,3,2,,3,2,3,1,0,4,5,4,2,2,5,2,3,2
LT,ESS1-9e01,1,10.12.2020,287247,ESS9e03,9,3,4539,0.795651235,0.990148902,0.13010703,0.128825333,3,2,3,2,,1,6,6,1,1,5,7,5,3,3,3,4,5,3
LT,ESS1-9e01,1,10.12.2020,287248,ESS9e03,9,3,4624,2.397423934,1.055454612,0.13010703,0.137322065,1,1,1,1,,2,3,5,1,0,5,5,5,3,3,3,4,2,2
LT,ESS1-9e01,1,10.12.2020,287249,ESS9e03,9,3,4658,1.007785733,2.148566723,0.13010703,0.279543635,3,1,2,1,,6,7,6,5,5,8,8,2,2,2,2,3,1,1
LT,ESS1-9e01,1,10.12.2020,287250,ESS9e03,9,3,4664,1.623824025,0.707989395,0.13010703,0.092114397,2,2,2,2,,4,6,8,5,4,7,6,4,2,2,2,3,1,2
LT,ESS1-9e01,1,10.12.2020,287251,ESS9e03,9,3,4719,0.655877446,0.754803121,0.13010703,0.098205192,3,1,3,1,,6,6,8,6,6,2,2,4,4,4,3,4,4,4
LT,ESS1-9e01,1,10.12.2020,287252,ESS9e03,9,3,4759,0.833116375,0.588445723,0.13010703,0.076560925,2,2,1,2,,3,6,9,2,1,6,5,5,2,1,4,3,2,1
LT,ESS1-9e01,1,10.12.2020,287253,ESS9e03,9,3,4779,1.591302469,1.134907603,0.13010703,0.147659458,3,3,2,,,8,8,8,8,8,8,8,3,4,3,,,,
LT,ESS1-9e01,1,10.12.2020,287254,ESS9e03,9,3,4802,0.725679976,1.547126651,0.13010703,0.201292054,2,1,2,1,,1,3,5,1,1,,,5,2,2,2,3,2,5
LT,ESS1-9e01,1,10.12.2020,287255,ESS9e03,9,3,4826,0.272108152,0.574532926,0.13010703,0.074750773,1,1,1,1,,1,,6,1,1,1,,5,2,2,5,5,2,3
LT,ESS1-9e01,1,10.12.2020,287256,ESS9e03,9,3,4833,0.833116375,0.467682511,0.13010703,0.060848782,1,1,1,1,,1,3,6,1,0,4,4,6,4,2,4,4,1,4
LT,ESS1-9e01,1,10.12.2020,287257,ESS9e03,9,3,4922,0.344611085,0.193452656,0.13010703,0.025169551,1,1,1,1,,4,8,10,5,6,6,8,6,2,3,4,3,2,1
LT,ESS1-9e01,1,10.12.2020,287258,ESS9e03,9,3,4931,0.460738384,0.573366225,0.13010703,0.074598977,3,1,2,1,,0,2,5,0,0,5,,5,3,2,5,2,4,2
LT,ESS1-9e01,1,10.12.2020,287259,ESS9e03,9,3,5002,0.199734367,0.246163324,0.13010703,0.032027579,1,1,3,2,,5,5,10,5,5,5,5,,,,,,,
LT,ESS1-9e01,1,10.12.2020,287260,ESS9e03,9,3,5020,0.906746792,0.509015799,0.13010703,0.066226534,1,1,1,1,,2,,5,1,2,,,6,1,1,4,1,6,1
LT,ESS1-9e01,1,10.12.2020,287261,ESS9e03,9,3,5076,0.15810541,0.088754877,0.13010703,0.011547634,2,1,1,1,,1,1,5,1,1,1,1,5,2,1,2,5,2,1
LT,ESS1-9e01,1,10.12.2020,287262,ESS9e03,9,3,5151,0.383604681,0.167252034,0.13010703,0.021760665,1,1,1,1,,0,7,7,0,0,7,6,5,2,1,4,4,5,1
LT,ESS1-9e01,1,10.12.2020,287263,ESS9e03,9,3,5165,0.266230138,4.000831127,0.13010703,0.520536255,2,3,2,2,,2,3,4,1,1,6,7,6,1,2,4,2,5,3
LT,ESS1-9e01,1,10.12.2020,287264,ESS9e03,9,3,5188,0.811912012,0.353994697,0.13010703,0.046057199,3,3,3,3,,5,2,5,6,3,8,7,3,2,1,2,2,1,2
LT,ESS1-9e01,1,10.12.2020,287265,ESS9e03,9,3,5224,0.243527604,0.300136387,0.13010703,0.039049854,2,2,2,2,,3,2,9,3,3,7,7,5,3,2,3,3,2,2
LT,ESS1-9e01,1,10.12.2020,287266,ESS9e03,9,3,5236,1.623824025,1.37337935,0.13010703,0.178686308,2,2,2,2,,1,2,9,1,2,3,4,3,5,3,3,5,4,6
LT,ESS1-9e01,1,10.12.2020,287267,ESS9e03,9,3,5243,0.799141311,0.4529773,0.13010703,0.058935531,3,,3,2,,5,4,7,5,5,5,7,5,2,2,4,4,2,4
LT,ESS1-9e01,1,10.12.2020,287268,ESS9e03,9,3,5338,0.551504759,0.2404567,0.13010703,0.031285107,2,1,1,2,,2,5,10,2,2,4,4,2,2,4,3,3,4,5
LT,ESS1-9e01,1,10.12.2020,287269,ESS9e03,9,3,5389,3.399124824,3.978111744,0.13010703,0.517580304,3,2,,2,,7,7,9,8,7,9,9,,2,1,5,2,2,
LT,ESS1-9e01,1,10.12.2020,287270,ESS9e03,9,3,5427,0.302829018,0.132033885,0.13010703,0.017178537,1,1,1,3,,0,0,0,0,0,0,0,4,3,1,5,1,1,3
LT,ESS1-9e01,1,10.12.2020,287271,ESS9e03,9,3,5461,0.872413669,1.402045369,0.13010703,0.182415959,4,3,4,3,,6,8,10,7,7,8,8,5,2,4,4,1,5,4
LT,ESS1-9e01,1,10.12.2020,287272,ESS9e03,9,3,5554,0.849781206,1.794240475,0.13010703,0.233443299,3,1,,1,,,5,7,3,3,3,,5,2,2,6,2,1,6
LT,ESS1-9e01,1,10.12.2020,287273,ESS9e03,9,3,5558,3.312268386,3.956377268,0.13010703,0.514752496,2,2,1,2,,5,0,7,4,4,8,8,3,2,4,5,3,4,5
LT,ESS1-9e01,1,10.12.2020,287274,ESS9e03,9,3,5588,0.567273653,0.222527936,0.13010703,0.028952449,3,2,2,3,,2,2,4,2,3,6,5,5,1,2,5,1,2,2
LT,ESS1-9e01,1,10.12.2020,287275,ESS9e03,9,3,5709,0.811912012,0.353994697,0.13010703,0.046057199,1,1,2,1,,1,8,,1,1,,9,5,1,1,5,1,5,3
LT,ESS1-9e01,1,10.12.2020,287276,ESS9e03,9,3,5867,1.304269536,2.096075296,0.13010703,0.272714131,1,3,1,4,,0,0,0,0,0,6,8,3,3,4,,1,4,1
LT,ESS1-9e01,1,10.12.2020,287277,ESS9e03,9,3,6071,0.297146803,0.209880427,0.13010703,0.027306919,3,2,3,2,,6,5,7,5,5,6,7,5,5,4,4,1,2,3
LT,ESS1-9e01,1,10.12.2020,287278,ESS9e03,9,3,6085,0.906746792,0.640452743,0.13010703,0.083327404,2,1,2,2,,1,4,5,2,2,3,5,3,4,4,4,6,4,4
LT,ESS1-9e01,1,10.12.2020,287279,ESS9e03,9,3,6111,1.864833061,2.125414371,0.13010703,0.276531351,3,2,1,2,,3,,,3,,5,,5,2,1,4,2,1,1
LT,ESS1-9e01,1,10.12.2020,287280,ESS9e03,9,3,6122,0.450061024,0.554679334,0.13010703,0.072167681,2,1,1,1,,3,2,7,3,3,,,4,2,4,3,5,1,2
LT,ESS1-9e01,1,10.12.2020,287281,ESS9e03,9,3,6151,0.298306404,0.130062014,0.13010703,0.016921982,1,1,1,1,,5,0,8,5,0,10,5,5,2,2,5,2,2,2
LT,ESS1-9e01,1,10.12.2020,287282,ESS9e03,9,3,6199,0.243205467,0.277189672,0.13010703,0.036064325,2,2,2,2,,4,2,5,2,2,5,6,2,3,4,5,2,4,4
LT,ESS1-9e01,1,10.12.2020,287283,ESS9e03,9,3,6257,1.598282621,0.703636408,0.13010703,0.091548043,3,2,2,2,,1,3,5,1,0,4,4,4,4,3,3,3,3,3
LT,ESS1-9e01,1,10.12.2020,287284,ESS9e03,9,3,6273,0.604817125,0.427193701,0.13010703,0.055580904,4,3,4,4,,7,8,10,6,7,7,9,2,3,1,2,2,1,1
LT,ESS1-9e01,1,10.12.2020,287285,ESS9e03,9,3,6301,0.833116375,0.363239616,0.13010703,0.047260028,1,1,1,1,,0,7,8,2,0,6,4,6,2,1,3,3,2,1
LT,ESS1-9e01,1,10.12.2020,287286,ESS9e03,9,3,6304,0.427471934,1.046541572,0.13010703,0.136162416,2,1,1,1,,0,6,9,3,3,,,6,1,4,2,2,3,2
LT,ESS1-9e01,1,10.12.2020,287287,ESS9e03,9,3,6351,1.104089461,1.360738635,0.13010703,0.177041662,2,2,2,2,,2,2,7,3,3,4,4,4,2,1,4,3,1,1
LT,ESS1-9e01,1,10.12.2020,287288,ESS9e03,9,3,6389,0.839838167,0.41731599,0.13010703,0.054295744,2,2,1,1,,0,3,1,0,0,0,3,,,,,,,2
